seq,patron,operacion,ruta_agente,fim,control
430,colapsado,modify,/srv/fim-watch/gen_00059.txt,1,0
431,colapsado,modify,/srv/fim-watch/gen_00059.txt,1,0
432,colapsado,modify,/srv/fim-watch/gen_00059.txt,1,0
433,colapsado,modify,/srv/fim-watch/gen_00059.txt,1,0
434,colapsado,modify,/srv/fim-watch/gen_00059.txt,1,0
435,revertido,modify,/srv/fim-watch/gen_00066.txt,1,0
436,revertido,modify,/srv/fim-watch/gen_00066.txt,1,0
437,simple,modify,/srv/fim-watch/gen_00071.txt,1,0
438,simple,modify,/srv/fim-watch/gen_00068.txt,1,0
439,colapsado,modify,/srv/fim-watch/gen_00077.txt,1,0
440,colapsado,modify,/srv/fim-watch/gen_00077.txt,1,0
441,colapsado,modify,/srv/fim-watch/gen_00077.txt,1,0
442,colapsado,modify,/srv/fim-watch/gen_00077.txt,1,0
443,colapsado,modify,/srv/fim-watch/gen_00077.txt,1,0
444,simple,delete,/srv/fim-watch/gen_00075.txt,1,0
445,simple,modify,/srv/fim-watch/gen_00061.txt,1,0
446,simple,delete,/srv/fim-watch/gen_00064.txt,1,0
447,simple,create,/srv/fim-watch/critico/gen_00084.txt,0,1
448,simple,create,/srv/fim-watch/gen_00085.txt,1,0
449,simple,modify,/srv/fim-watch/gen_00034.txt,1,0
450,simple,modify,/srv/fim-watch/gen_00045.txt,1,0
451,simple,modify,/srv/fim-watch/critico/gen_00024.txt,0,0
452,simple,create,/srv/fim-watch/gen_00086.txt,1,1
453,simple,modify,/srv/fim-watch/gen_00068.txt,1,0
454,simple,modify,/srv/fim-watch/gen_00074.txt,1,0
455,simple,create,/srv/fim-watch/gen_00087.txt,0,1
456,simple,create,/srv/fim-watch/gen_00088.txt,1,1
457,simple,create,/srv/fim-watch/gen_00089.txt,1,0
458,simple,delete,/srv/fim-watch/gen_00089.txt,1,0
459,simple,modify,/srv/fim-watch/gen_00051.txt,0,0
460,simple,create,/srv/fim-watch/gen_00090.txt,1,1
461,simple,modify,/srv/fim-watch/gen_00074.txt,1,0
462,simple,modify,/srv/fim-watch/gen_00034.txt,1,0
463,simple,modify,/srv/fim-watch/gen_00013.txt,1,0
464,efimero,create,/srv/fim-watch/critico/gen_00091.txt,1,0
465,efimero,delete,/srv/fim-watch/critico/gen_00091.txt,1,0
466,simple,modify,/srv/fim-watch/gen_00059.txt,1,0
467,revertido,modify,/srv/fim-watch/gen_00013.txt,1,0
468,revertido,modify,/srv/fim-watch/gen_00013.txt,1,0
469,simple,delete,/srv/fim-watch/gen_00085.txt,1,0
470,simple,create,/srv/fim-watch/gen_00092.txt,1,1
471,simple,modify,/srv/fim-watch/gen_00069.txt,0,0
472,simple,create,/srv/fim-watch/gen_00093.txt,1,1
473,revertido,modify,/srv/fim-watch/gen_00014.txt,1,0
474,revertido,modify,/srv/fim-watch/gen_00014.txt,1,0
475,simple,modify,/srv/fim-watch/gen_00014.txt,1,0
476,simple,modify,/srv/fim-watch/critico/gen_00029.txt,0,0
477,revertido,modify,/srv/fim-watch/gen_00071.txt,1,0
478,revertido,modify,/srv/fim-watch/gen_00071.txt,1,0
479,simple,modify,/srv/fim-watch/gen_00040.txt,1,0
480,simple,modify,/srv/fim-watch/gen_00071.txt,1,0
481,simple,modify,/srv/fim-watch/gen_00014.txt,1,0
482,simple,create,/srv/fim-watch/critico/gen_00094.txt,1,0
483,simple,modify,/srv/fim-watch/gen_00066.txt,1,0
484,simple,create,/srv/fim-watch/gen_00095.txt,1,1
485,simple,modify,/srv/fim-watch/gen_00063.txt,1,0
486,simple,modify,/srv/fim-watch/gen_00073.txt,1,0
487,simple,delete,/srv/fim-watch/critico/gen_00094.txt,1,0
488,simple,modify,/srv/fim-watch/gen_00071.txt,1,0
489,simple,modify,/srv/fim-watch/gen_00092.txt,1,0
490,simple,create,/srv/fim-watch/critico/gen_00096.txt,0,1
491,efimero,create,/srv/fim-watch/gen_00097.txt,1,0
492,efimero,delete,/srv/fim-watch/gen_00097.txt,1,0
493,simple,create,/srv/fim-watch/gen_00098.txt,0,1
494,simple,modify,/srv/fim-watch/critico/gen_00058.txt,0,1
495,simple,create,/srv/fim-watch/gen_00099.txt,1,1
496,simple,delete,/srv/fim-watch/gen_00076.txt,1,1
497,simple,modify,/srv/fim-watch/gen_00078.txt,1,1
498,simple,modify,/srv/fim-watch/gen_00056.txt,1,1
499,simple,create,/srv/fim-watch/gen_00100.txt,1,1
500,simple,modify,/srv/fim-watch/gen_00061.txt,1,1
